ModeOfTransport,Name,Type,Month,Year,PassengerCount
Bus,Outer Sydney Metro Contract 6,Employee,Mar,2018,1
Bus,Outer Sydney Metro Contract 6,Employee,Jul,2018,2
Bus,Outer Sydney Metro Contract 6,Employee,Aug,2016,1
Bus,Outer Sydney Metro Contract 6,Employee,Aug,2018,522
Bus,Outer Sydney Metro Contract 6,Employee,Sep,2018,705
Bus,Outer Sydney Metro Contract 6,Employee,Oct,2018,967
Bus,Outer Sydney Metro Contract 6,Employee,Nov,2018,"1,078"
Bus,Outer Sydney Metro Contract 6,Employee,Dec,2018,"1,106"
Bus,Outer Sydney Metro Contract 6,Free Travel,Jan,2017,"1,348"
Bus,Outer Sydney Metro Contract 6,Free Travel,Jan,2018,"1,715"
Bus,Outer Sydney Metro Contract 6,Free Travel,Jan,2019,"1,916"
Bus,Outer Sydney Metro Contract 6,Free Travel,Feb,2017,"1,479"
Bus,Outer Sydney Metro Contract 6,Free Travel,Feb,2018,"1,808"
Bus,Outer Sydney Metro Contract 6,Free Travel,Feb,2019,"1,966"
Bus,Outer Sydney Metro Contract 6,Free Travel,Mar,2017,"1,707"
Bus,Outer Sydney Metro Contract 6,Free Travel,Mar,2018,"1,961"
Bus,Outer Sydney Metro Contract 6,Free Travel,Apr,2017,"1,534"
Bus,Outer Sydney Metro Contract 6,Free Travel,Apr,2018,"1,842"
Bus,Outer Sydney Metro Contract 6,Free Travel,May,2017,"1,945"
Bus,Outer Sydney Metro Contract 6,Free Travel,May,2018,"2,239"
Bus,Outer Sydney Metro Contract 6,Free Travel,Jun,2017,"1,547"
Bus,Outer Sydney Metro Contract 6,Free Travel,Jun,2018,"1,974"
Bus,Outer Sydney Metro Contract 6,Free Travel,Jul,2016,"1,279"
Bus,Outer Sydney Metro Contract 6,Free Travel,Jul,2017,"1,715"
Bus,Outer Sydney Metro Contract 6,Free Travel,Jul,2018,"2,201"
Bus,Outer Sydney Metro Contract 6,Free Travel,Aug,2016,"1,507"
Bus,Outer Sydney Metro Contract 6,Free Travel,Aug,2017,"1,799"
Bus,Outer Sydney Metro Contract 6,Free Travel,Aug,2018,"2,186"
Bus,Outer Sydney Metro Contract 6,Free Travel,Sep,2016,"1,416"
Bus,Outer Sydney Metro Contract 6,Free Travel,Sep,2017,"1,738"
Bus,Outer Sydney Metro Contract 6,Free Travel,Sep,2018,"1,760"
Bus,Outer Sydney Metro Contract 6,Free Travel,Oct,2016,"1,583"
Bus,Outer Sydney Metro Contract 6,Free Travel,Oct,2017,"1,810"
Bus,Outer Sydney Metro Contract 6,Free Travel,Oct,2018,"1,980"
Bus,Outer Sydney Metro Contract 6,Free Travel,Nov,2016,"1,622"
Bus,Outer Sydney Metro Contract 6,Free Travel,Nov,2017,"1,751"
Bus,Outer Sydney Metro Contract 6,Free Travel,Nov,2018,"1,959"
Bus,Outer Sydney Metro Contract 6,Free Travel,Dec,2016,"1,604"
Bus,Outer Sydney Metro Contract 6,Free Travel,Dec,2017,"1,666"
Bus,Outer Sydney Metro Contract 6,Free Travel,Dec,2018,"1,894"
Bus,Outer Sydney Metro Contract 6,School Student,Jan,2017,"4,298"
Bus,Outer Sydney Metro Contract 6,School Student,Jan,2018,"6,411"
Bus,Outer Sydney Metro Contract 6,School Student,Jan,2019,"8,690"
Bus,Outer Sydney Metro Contract 6,School Student,Feb,2017,"68,975"
Bus,Outer Sydney Metro Contract 6,School Student,Feb,2018,"113,149"
Bus,Outer Sydney Metro Contract 6,School Student,Feb,2019,"146,242"
Bus,Outer Sydney Metro Contract 6,School Student,Mar,2017,"102,304"
Bus,Outer Sydney Metro Contract 6,School Student,Mar,2018,"143,501"
Bus,Outer Sydney Metro Contract 6,School Student,Apr,2017,"33,767"
Bus,Outer Sydney Metro Contract 6,School Student,Apr,2018,"61,258"
Bus,Outer Sydney Metro Contract 6,School Student,May,2017,"96,560"
Bus,Outer Sydney Metro Contract 6,School Student,May,2018,"162,034"
Bus,Outer Sydney Metro Contract 6,School Student,Jun,2017,"73,837"
Bus,Outer Sydney Metro Contract 6,School Student,Jun,2018,"129,057"
Bus,Outer Sydney Metro Contract 6,School Student,Jul,2016,"44,997"
Bus,Outer Sydney Metro Contract 6,School Student,Jul,2017,"35,577"
Bus,Outer Sydney Metro Contract 6,School Student,Jul,2018,"69,622"
Bus,Outer Sydney Metro Contract 6,School Student,Aug,2016,"89,946"
Bus,Outer Sydney Metro Contract 6,School Student,Aug,2017,"79,919"
Bus,Outer Sydney Metro Contract 6,School Student,Aug,2018,"147,611"
Bus,Outer Sydney Metro Contract 6,School Student,Sep,2016,"50,284"
Bus,Outer Sydney Metro Contract 6,School Student,Sep,2017,"56,372"
Bus,Outer Sydney Metro Contract 6,School Student,Sep,2018,"93,545"
Bus,Outer Sydney Metro Contract 6,School Student,Oct,2016,"62,637"
Bus,Outer Sydney Metro Contract 6,School Student,Oct,2017,"80,772"
Bus,Outer Sydney Metro Contract 6,School Student,Oct,2018,"77,249"
Bus,Outer Sydney Metro Contract 6,School Student,Nov,2016,"80,174"
